tagalog,english,cebuano
imposibleng malaman anong mangyayari sa hinaharap,it is impossible to know what will happen in the future,imposible nga mabal an nimo ang mahitabo sa umaabot
takot ako sa kamatayan,i am afraid of death,hadlok ko sa kamatayon
huwag mong gawin ang isang bagay na iyong ikasisi,don t do something you will regret,ayaw og buhata ang usa ka butang nga imong pagbasulan
siya si mei nagluluto siya sa kusina,she is mei he is cooking in the kitchen,siya si mei nagaluto siya sa kusina
maraming kolonya sa afrika ang pransiya noon,france had many colonies in africa then,daghang kolonya sa africa ang pransiya sauna
ang lalaking iyon ay si raul,that man is raul,kato nga laki kay si raul
nawala ako sa kagubatan,i got lost in the forest,nawala ko sa kalasangan
ang batang lalaki na may isang aklat sa kamay ay pinsan ko,the boy with a book in his hand is my cousin,ang bata nga laki nga naay usa ka libro sa kamot kay katagsa nako
hinabol ng aso ang pusa,the dog chased the cat,gigukod sa iro ang iring
pinatawad ka nila,they forgive you,gipasaylo ka nila
hindi ako masaya sa ginawa ko,i m not happy with what i did,wa ko nalipay sa akong gibuhat
narinig mo ba ang balita,did you hear the news,nadunggan ba nimo ang balita
dumating sila sa hotel pagkatapos ng takipsilim,they arrived at the hotel after dusk,niabot sila sa hotel pagkahuman sa kahaponan
puno ang tren,the train is full,puno na ang tren
marumi ang plato,the plate is dirty,hugaw ang plato
ang mga magulang ay ninenerbiyos nang kaunti,parents are a little nervous,ang mga guinikanan kay gikulbaan gamay
mataas na ang araw nang umalis ako sa kama,the sun was high when i got out of bed,hapit na udto nga nibakod ko sa higdaanan
wala siyang mga kaibigan para payuhan siya,he had no friends to advise him,wala siyay mga amigo para tagaan siya og adbays
may maraming magagandang babae sa shanghai kaysa sa tokyo,there are more beautiful women in shanghai than in tokyo,naay daghang gwapa nga mga babaye sa shanghai kaysa sa tokyo
ito ay copacabana,it s copacabana,kani kay copacabana
hindi ito matigas,it s not tough,di ni gahi
ang ginagawa niya ay ilegal,what he is doing is illegal,ang gibuhat niya kay ilegal
ano pang pwede ninyong gawin,what else can you do,unsa pa inyong pwede nga buhaton
pwede ba kitang ihatid hanggang sa pintuan,can i walk you to the door,pwede ba ta ka ihatod hangtod sa pultahan
sumigaw siya sa kanya pero hindi niya narinig,he shouted at her but she didn t hear him,nishagit siya sa iyaha pero wa siya nadunggan
naghapunan siya ng isda,he had fish for dinner,nanihapon siya og isda
sa susunod sabihin mo ang totoo,next time tell the truth,sunod iingon na ang tinuod
niyaya ni si na lumabas,asked out,giagda ni si og gawas
nawa y magkatotoo ang aking panaginip,may my dream come true,unta matinuod akong damgo
hindi ko matandaan saan ko iniwan ang kotse ko,i don t remember where i left my car,di nako mahinumdoman asa nako nabilin akong sakyanan
pagod ako,i m tired,gikapoy ko
hindi kami dumating dahil umulan,we didn t come because it rained,wa mi niabot kay niulan
maraming salamat sa tulong,thank you very much for the help,daghang salamat sa tabang
madaling mapagod si,gets tired easily,dali kapoyon si
wala akong oras para magbasa,i don t have time to read,wala koy oras aron magbasa
bakit hindi ka tumawag bago pumunta rito,why didn t you call before coming here,ngano di ka motawag bag o moanhi diri
mapait ang lasa ng gamot,the medicine tastes bitter,pait ang lasa sa tambal
itinaas ng lalaki ang kanyang kamay para magtanong,the man raised his hand to ask,gitaas sa laki ang iyang kamot aron mangutana
mabait na bata si emi,emi is a kind child,buotan nga bata si emi
hindi siya marunong magmaneho ng kotse,he doesn t know how to drive a car,wala siya kabalo mo drayb og sakyanan
tinitigan niya ang kanyang mga kuko,he stared at his nails,gitutokan niya iyang mga kuko
sobrang bait mo sa akin,you are very kind to me,buotan kaayo ka sa akoa
narinig kong napakayaman niya,i heard he is very rich,nadunggan nako nga datu kaayo siya
isang babae ay nagsulat ng aklat tungkol sa kung paano maging masaya at pagkatapos nagpakamatay,a woman wrote books about how to be happy and then committed suicide,usa ka babaye kay nagsuwat og ka libro tungkol sa kon unsaon mahimong malipayon ug human nagpakamatay
sa tingin mo gusto ko itong gawin,do you think i want to do it,abi nimo ganahan ko nga himuon ni
ano ang suot mo,what are you wearing,unsa imong gisuot
bakit ka bumili ng isang bulaklak,why did you buy a flower,ngano nipalit ka og usa ka bulak
ang diksyunaryong ito ay naglalaman ng hindi lalagpas sa salita,this dictionary contains no more than words,kani nga diksyunaryo kay naay sulod nga di molagpas og ka storya
kontra sa diborsyo ang simbahang katolika,the catholic church is against divorce,di uyon sa diborsyo ng simbahan nga katolika
gusto kong mabuhay,i want to live,gusto nako mabuhi
kami ay ang lahat ng mga sabik na makita ang pelikula,we are all eager to see the movie,kami kay ang tanan nga eksayted nga makit an ang salida
may nararamdaman ka bang sakit sa ibang parte ng katawan,do you feel pain in other parts of your body,naa kay nabatian nga sakit sa lain nga parte sa imong lawas
binilhan ko ang batang babae ng isang suweter,i bought the girl a sweater,gipalitan ko ang bata nga baye og usa ka suweter
panaginip ba ito,is this a dream,damgo ba ni
sa natitirang mga salita sa listahan lima ay pangngalan,of the remaining words in the list five are nouns,sa mga nabilin nga gipanulat sa listahan lima ang nawn
huwag matulog nang nakasindi ang ilaw,don t sleep with the light on,ayaw og katulog nga naay sindi ang suga
ang pangalan ko ay ludwig,my name is ludwig,akong ngalan kay ludwig
napanaginipan niya ang kanyang bahay,he dreamed of his house,nadamgohan niya iyang balay
ang pangarap ni ay makapunta sa isang unibersidad sa inglatera,s dream is to go to a university in england,ang pangandoy ni kay makaadto sa usa ka unibersidad sa inglatera
bagay talaga sa iyo ang kurbatang iyan,that tie really suits you,angayan gyud ka anang kurbataha
napakabata mo pa para magpakasal,you are too young to get married,bata pa kaayo ka para magpakasal
subukan mong hanapin,try to find,tistinga og pangita
iinumin ko ang kape,i will drink the coffee,imnon nako ang kape
nasa tabi lang ang istasyon,the station is just next door,naa ra ko sa tapad sa istasyon
ayaw ko ng mga nakakatakot na palabas,i don t like horror shows,di ko ganahan og salida nga kahadlokan
hindi ako naniniwalang nagdudulot ng kamalasan ang mga pusang itim,i don t believe black cats bring bad luck,di ko mutuo nga naay dala nga kamalasan ang iring nga itom
ano ang mapag uusapan,what can be discussed,unsa ang pag istoryahan
walang mali sa iyong sanaysay,there is nothing wrong with your essay,walay mali sa inyong gisulat
normal lang iyan sa alemanya talaga,that s normal in germany really,normal ra na sa alemansya tinuod
hindi ko alam paano tulungan si,i don t know how to help,wa ko kabalo unsaon pagtabang kay
okey na ako ngayon,i m okay now,okey na ko karon
maaaring sumabog iyan,that might explode,pwede na mubuto
alam niyang siya ay nagkamali,he knows he made a mistake,kabalo siya nga na mali siya
hindi pwedeng pilitin ang sinuman,no one can be forced,di pwede lugson ang bisan si kinsa
saan ka pupunta ngayong gabi,where are you going tonight,asa ka moadto karong gabii
may kaunting pera ako dito,i have some money here,naa koy gamay kwarta diri
si ay isang muslim,is a muslim,si kay usa ka muslim
tinawagan ko siya kaninang umaga,i called him this morning,gitawagan nako siya ganihang buntag
pinatay ko ang konde,i killed the count,gipatay nako ang konde
hindi ko alam kailan pero magaganap iyan balang araw,i don t know when but it will happen one day,wa ko kabalo kanus a pero mahitabo na usa ka adlaw
pupunta ako sa europa sa susunod na linggo,i m going to europe next week,mag adt ko sa europa sunod semana
pumunta ako sa pinangyarihan ng krimen,i went to the crime scene,niadto ko sa nahitaboan sa krimen
sila ay hindi patay,they are not dead,di pa siya patay
may kompyuter ba sila,do they have a computer,naa ba silay kompyuter
hilig ko ang pangongolekta ng mga lumang laruan,i love collecting old toys,hilig nako ang pagkolekta og mga daang dulaan
walang maniniwala sa tsismis na iyan,no one will believe that rumor,walay mutuo anang tsismisa
dahil ikaw ay nagsisisi patatawarin kita,because you repent i will forgive you,kay tungod nga nagbasok ka pasayloon ta ka
hindi ko siya sinisisi dahil diyan,i don t blame him for that,wala nako siya gibasol tungod ana
halos maiyak si,almost cried,halos makahilak si
tawagan mo kami mamayang gabi,call us tonight,tawagi mi unyang gabii
uy saan ka galing,hey where are you from,oy asa ka gikan
kinailangan ninyong alagaan si,you had to take care of,kinahanglan ninyo ampingan si
mas gusto ko ang mainit na tsaa kaysa malamig,i prefer hot tea to cold,mas ganahan ko og init nga tsaa kaysa sa tugnaw
hindi na ako pagod,i m not tired anymore,wa ko gikapoy
pinakain mo na ang aso,have you fed the dog,gipakaon na nimo ang iro
gusto ko ang amoy ng bagong tinapay,i love the smell of new bread,ganahan ko og humot sa bag o nga pan
alam mo ang daan,do you know the way,kabalo ka sa agi an
bawal ito sa karamihan ng mga bansa,it is illegal in most countries,bawal kini sa kadaghanan nga nasud
huwag mo akong tratuhin na parang isang baliw,don t treat me like i m crazy,ayaw ko og tratuha nga mura og usa ka boang
maganda si inang kalikasan,mother nature is beautiful,nindot si inang kalikasan
may gusto ka bang sabihin sa akin,do you want to tell me something,naa kay gusto iingon sa akoa
nakapasa siya sa eksamen,he passed the exam,nakapasar siya sa eksam
umuulan kagabi,it rained last night,nag ulan gabii
kapag may pera ako babayaran ko ang utang ko pero sa ngayon hindi ako makakabayad,when i have money i will pay my debt but right now i can t,kon naa koy kwarta bayran nako akong utang pero di sa ko kabayad karon
magkano ang orasan na ito,how much is this clock,tagpila ning orasan
gutom na gutom na gutom na ako,i am very hungry,gigutom na kaayo ko
hindi na ako nene,i m not a mom anymore,di na ko bata
binuksan niya ang sobre,he opened the envelope,giablihan niya ang sobre
hindi pa ako nakahanap ng trabaho hanggang ngayon,i haven t found a job yet,wa pa ko kakita og tarbaho hangtod karon
pasensya na hindi ako nagpapasok ng mga taong hindi ko kilala,sorry i don t admit people i don t know,pasensyahi na di ko nagapasulod og mga tawo nga wa nako nailhan
wala akong trabaho,i don t have a job,wala koy tarbaho
isipin natin ang pinakamalalang pwedeng mangyari,let s think about the worst that can happen,hunahunaon nato nga ang kinakalalaan nga pwede mahitabo
armado ang mga sundalo,the soldiers are armed,armado ang mga sundalo
may tanong ako para sa iyo,i have a question for you,naa koy pangutana para sa imoha
nasaan na kayo,where have you been,asa na mo
gaano ko man pilitin hindi ko magawang kalimutan ang halik na iyon,no matter how hard i tried i couldn t forget that kiss,bisan unsa nako og pugos di nako mahimo nga hikalimtan tong haluka
paano mo malaman kung siya y patay na,how do you know if he is dead,unsaon nimo og kahibalo nga patay na siya
nalalaglag ang isang dahon,a leaf falls,nahog ang usa ka dahon
maaaring magkaroon ng ibang lalaki ang asawa mo,your wife may have another man,tingali pwede mangabit imong asawa
ang trabaho nila ay ang bumili ng mga prutas at gulay,their job is to buy fruits and vegetables,ang ilang tarbaho kay ang mopalit og mga prutas ug gulay
kailangan kong isauli ang aklat bago dumating ang sabado,i have to return the book before saturday,kinahanglan nako iuli ang libro bag o moabot ang sabado
bakit bumili ka ng ibang kotse,why did you buy another car,nganong nipalit ka og lain nga sakyanan
mukhang malakas siya,he looks strong,mura og kusgan siya
patawarin ninyo si,forgive,pasayloon ninyo si
ito ang bandila ng bansang hapon,this is the flag of japan,kini ang bandila sa nasud sa hapon
siya ay may maliliit na paa,he has small feet,naa siyay gamay nga lawas
ang kaaway ng kaibigan mo ay kaibigan mo,your friend s enemy is your friend,ang kaaway sa imong amigo kay amigo sad nimo
parang gusto kong uminom ng serbesa,i feel like drinking beer,mura og gusto nako moinom og serbesa
kung hindi dahil sa araw hindi tayo mabubuhay,if it weren t for the sun we wouldn t be alive,kon dili tungod sa adlaw di ta mabuhi
gusto kong umalis dito,i want to get out of here,gusto nako molakaw diri
ikaw ay isang magandang babae,you are a beautiful woman,ikaw kay usa ka gwapa nga babaye
siya ay natutulog sa umaga at nagtatrabaho sa gabi,he sleeps in the morning and works at night,siya kay matog sa buntag ug nagatarbaho sa gabii
mga doktor sila,they are doctors,mga doktor sila
sa wakas pumili siya ng ibang kuting,finally she chose another kitten,sa kinauwaihan nipili siya og lain nga iring
palagi siyang mapagbigay sa mga nangangailangan,he was always generous to those in need,pirme siya mohatag sa nanginahanglan
ngayon ang aking ikalabing anim na kaarawan,today is my sixteenth birthday,karon mao akong ika disisayes nga adlaw nga natawhan
kumikidlat bago kumulog,lightning before thunder,naga kilat bag o mokulog
sumulat ako ng isang aklat dalawang taon ang nakakaraan,i wrote a book two years ago,nagsulat ko og usa ka libro duha ka tuig na nilabay
ang wikang ingles ay naging predominante sa buong mundo sa maraming dahilan,the english language has become predominant throughout the world for many reasons,ang panulti on nga ingles kay nahimong dominante sa tibuok kalibutan sa daghan kaayo nga rason
tatawag ako ng taksi para sa atin,i will call a cab for us,tawagi ko og taksi para sa atoa
ganito ang paggamit ng makina,this is how the machine is used,ing ani paggamit og makina
ininit niya ang malamig na sabaw para sa hapunan,he heated the cold soup for dinner,giinit niya ang tugnaw nga sabaw para sa panihapon
