text,language
I have blue blood running through my veins.,english
科技制作特别工作登录企业项目.,other
"Helen, katagsa nako.",cebuano
"Helen, pinsan ko.",tagalog
"Helen, my cousin.",english
Warm kantoor haan woud.,other
Gikinahanglan nako magbaklay paadto didto kay nagub-an ko og sakyanan.,cebuano
Kinailangan kong maglakad papunta roon dahil nasiraan ako ng kotse.,tagalog
I had to walk there because my car broke down.,english
Assumenda sequi inventore nesciunt dicta vitae.,other
Nagsulat ko og pila ka kanta katong niagi nga semana.,cebuano
Sumulat ako ng iilang kanta noong nakaraang linggo.,tagalog
I wrote a few songs last week.,english
Facere maiores ipsum fuga voluptate libero.,other
Naa koy nakit-an nga kahayag.,cebuano
May nakikita akong isang liwanag.,tagalog
I see a light.,english
Foto appel teken kleren lach.,other
Nagbayad si Tom sa iyang gibuhat.,cebuano
Magbabayad si Tom sa ginawa niya.,tagalog
Tom will pay for what he did.,english
Spotkać broń wy lampa potrafić niektóry.,other
"Sa akong nasayran, wa pa nasulat ang nobela sa sinultian nga Hapon.",cebuano
"Sa pagkaka-alam ko, hindi pa nasulat ang nobela sa wikang Hapon.",tagalog
"As far as I know, the novel has never been written in Japanese.",english
Usted tales ayer.,other
Nagadumot sila sa usa'g-usa.,cebuano
Kinamumunghian nila ang isa't isa.,tagalog
They hate each other.,english
Debitis quisquam natus voluptas.,other
Kabalo ko nga matinuoron siya.,cebuano
Alam kong matapat si Juan.,tagalog
I know Juan is honest.,english
Infatti largo occorrere albero sacrificio.,other
Sa suba kay daghang isda nga kolor kahel.,cebuano
Sa ilog ay maraming isdang kulay-dalandan.,tagalog
In the river there are many orange fish.,english
Doloremque voluptates deserunt error recusandae quia placeat.,other
Naay mga maskara ang mga tawo sa kato nga bukid.,cebuano
May mga maskara ang mga tao sa bundok na iyon.,tagalog
The people on that mountain had masks.,english
Distinctio iure possimus.,other
Sa sulod sa kahon kay tulo ka bola nga lain-lain ang kolor.,cebuano
Sa loob ng kahon ay tatlong bolang iba-iba ang kulay.,tagalog
Inside the box are three balls of different colors.,english
Reiciendis officiis distinctio doloribus reiciendis.,other
Ingun sa prinsipe kay dapat mokaon ang tagabasak og langka.,cebuano
Sabi ng prinsipe'y dapat kumain ang magsasaka ng langka.,tagalog
The prince said the farmer should eat jackfruit.,english
Аллея вариант неожиданный.,other
Ang ilang karwahe kay kahoy ug bulawan.,cebuano
Ang kalesa nila'y kahoy at ginto.,tagalog
Their chariot was made of wood and gold.,english
Около через хлеб слать умирать оставить вздрогнуть.,other
Naay mga nanglimos sa atubangan sa templo nga bato.,cebuano
May mga naglilimos sa tapat ng batong templo.,tagalog
There are people begging in front of the stone temple.,english
スキーム残る催眠術。,other
Nagalangoy ang mga bata sa suba sa kalasangan.,cebuano
Lumalangoy ang mga bata sa ilog sa gubat.,tagalog
Children swim in the river in the jungle.,english
At libero ex ea quibusdam.,other
Nagbangka ang mga tawo paadto sa bangko.,cebuano
Nagbangka ang mga taong papuntang bangko.,tagalog
People went by boat to the bank.,english
Qui iure ratione repellat sint deleniti.,other
Pakaona ang iring nimo og atay.,cebuano
Pakainin mo ang pusa mo ng atay.,tagalog
Feed your cat liver.,english
Mà để chỉ của cho.,other
Naay kandelabra sa tunga sa mga pagkaon sa lamesa.,cebuano
May kandelabra sa kalagitnaan ng mga hinayin sa ibabaw ng mesa.,tagalog
There is a candelabra in the middle of the linens on the table.,english
Zlomit včera smích proboha nejenže.,other
Nilingkod ang laki sa bangko nga kawayan.,cebuano
Umupo ang lalaki sa bangkong kawayan.,tagalog
The man sat on the bamboo bench.,english
Plnit hnout druhý rozpočet mlha dům hvězda.,other
Kolor-rosas ang samin sa bintana sa atubangan sa tanmanan.,cebuano
Kulay-rosas ang salamin ng bintana sa tapat ng hardin.,tagalog
The glass of the window facing the garden is rose-colored.,english
Letadlo vcelku příslušník hloubka ucítit zklamat.,other
Nagluto si nanay og pusit sa kusina.,cebuano
Nagluto ang nanay ng pusit sa kusina.,tagalog
The mother cooked squid in the kitchen.,english
内容次数社会根据帮助.,other
Naaksidente ko.,cebuano
Naaksidente ako.,tagalog
I had an accident.,english
Sed nam labore earum.,other
Wa kabalo si Tom kon unsaon pagbaybay sa pulong nga 'creme brulee'.,cebuano
Hindi alam ni Tom paano baybayin ang salitang 'creme brulee'.,tagalog
Tom doesn't know how to spell the word 'creme brulee'.,english
Oneven verrassen gemeen kijken trui.,other
Ang saad kay usa ka saad.,cebuano
Ang pangako ay isang pangako.,tagalog
A promise is a promise.,english
地址等级控制不同增加.,other
Gusto ni Tom nga maghulat mi.,cebuano
Gusto ni Tom na maghintay kami.,tagalog
Tom wants us to wait.,english
Spousta polštář schopný snažit.,other
Naa siya sa pulong gahapon.,cebuano
Nandoon siya sa pulong kahapon.,tagalog
He was there at the meeting yesterday.,english
Górny wiara odpowiedni sylaba święto gęś kartka.,other
Naa koy napulo nga panulat.,cebuano
May sampung panulat ako.,tagalog
I have ten pens.,english
สัญญาจ๋าสหกรณ์เตา,other
Ayaw og kaulaw mahimong babaye ug hilak ra nga hilak.,cebuano
Huwag kang mahiyang maging babae't umiyak ka nang umiyak.,tagalog
Don't be ashamed to be a woman and cry when you cry.,english
Grave colpire innamorare accettare motivo.,other
"Sa Marte, pula ang lupa.",cebuano
"Sa Marte, pula ang lupa.",tagalog
"On Mars, the earth is red.",english
应该信息的话这些联系准备的人.,other
Ang Triton kay usa ka bulan sa Neptuno.,cebuano
Ang Triton ay isang buwan ng Neptuno.,tagalog
Triton is a moon of Neptune.,english
Dicta a dicta eligendi.,other
Ang atong galaksiya nga Agi-an nga Maggatas kay naa sa sulod sa Laniakea nga hastang lapara.,cebuano
Ang ating galaksiyang Daang Magatas ay nasa loob ng Laniakea na malawak na malawak.,tagalog
Our Milky Way galaxy is within Laniakea which is vast.,english
Optio doloribus doloribus eaque animi.,other
Ang Laniakea kay hapit mag 100 000 nga galaksiya.,cebuano
Ang Laniakea ay may higit nang 100 000 galaksiya.,tagalog
Laniakea has more than 100 000 galaxies.,english
Mijn pas paar maal dood klas.,other
Duha ang bulan sa Marte.,cebuano
Dalawa ang buwan ng Marte.,tagalog
Mars has two moons.,english
Voluptatum ut iusto ullam architecto libero.,other
Hapit mag 60 ka bulan ang nagalibot sa Hupiter.,cebuano
Mahigit na 60 buwan ang lumilibot sa Hupiter.,tagalog
It takes over 60 moons to orbit Jupiter.,english
Accusantium consectetur quos ducimus hic enim corporis.,other
Walay bulan ang Venus.,cebuano
Walang buwan ang Venus.,tagalog
Venus has no moon.,english
Nào giữa vì khi người từ vẫn.,other
Walay bulan ang Merkuryo.,cebuano
Walang buwan ang Merkuryo.,tagalog
Mercury has no moon.,english
Modi quo laudantium recusandae repellendus tenetur commodi.,other
Ang Sinturon sa mga Asteroyd kay naa sa tunga sa Marte ug Hupiter.,cebuano
Ang Sinturon ng mga Asteroyd ay nasa pagitan ng Marte at Hupiter.,tagalog
The Asteroid Belt is between Mars and Jupiter.,english
Brzeg adres siedzieć leczenie — śmiech wśród cztery.,other
Daghang yelo sa ibabaw sa bulan nga Europa sa Hupiter.,cebuano
Maraming yelo sa ibabaw ng buwang Europa ng Hupiter.,tagalog
There is a lot of ice on the surface of Jupiter's moon Europa.,english
Nie Hilfe Finger auf.,other
Sa ilawom sa yelo kay tubig sa dagat sa bulang Europa sa Hupiter.,cebuano
Sa ilalim ng yelo ay tubig ng dagat sa buwang Europa ng Hupiter.,tagalog
Beneath the ice is sea water on Jupiter's moon Europa.,english
Luce trasformare viaggio importante.,other
Hapit mag 1300 ka Tiyera ang masigo sa sulod sa Hupiter.,cebuano
Mahigit nang mga 1300 Tiyera ang kasya sa loob ng Hupiter.,tagalog
Jupiter can fit more than 1300 Tieras inside.,english
แม้ขาดเคิ่งค่อยรากแปรงเศษ,other
Hapit mag 120 ka Tiyera ang ibabaw nga lugar sa Hupiter.,cebuano
Mahigit nang mga 120 Tiyera ang surpasyong area ng Hupiter.,tagalog
Jupiter's surface area is more than 120 Tieras.,english
Lasciare pianta senso lato cominciare piangere.,other
Ang ibabaw nga presyur sa Hupiter kay mga 20-200 kPa.,cebuano
Ang surpasyong presyur sa Hupiter ay mga 20-200 kPa.,tagalog
The surface pressure on Jupiter is about 20-200 kPa.,english
Harum hic corporis in molestiae corporis nulla nobis.,other
Ang Titan kay usa ka bulan sa Saturno.,cebuano
Ang Titan ay isang buwan ng Saturno.,tagalog
Titan is a moon of Saturn.,english
Zuid al aap regen klok vers verzameling.,other
Naay mga lawa ug suba nga metano sa ibabaw sa bulan nga Titan sa Saturno.,cebuano
May mga lawa't ilog na metano sa ibabaw ng buwang Titan ng Saturno.,tagalog
There are lakes and rivers of methane on the surface of Saturn's moon Titan.,english
Quisquam reiciendis sapiente magni.,other
Dasok ang kahanginan sa Venus og hastang inita.,cebuano
Masinsin ang himpapawid ng Venus at napakainit.,tagalog
Venus's atmosphere is dense and very hot.,english
明らかにする尿戦略的部隊改善。,other
Ang Tiyera kay ang atoang planeta nga asul ug lunhaw.,cebuano
Ang Tiyera ay ating planetang asul at berde.,tagalog
Tiyera is our blue and green planet.,english
Almeno numeroso classe reale monte.,other
Ang Io kay usa ka mabulkan nga bulan sa Hupiter.,cebuano
Ang Io ay mabulkang buwan ng Hupiter.,tagalog
Io is a massive moon of Jupiter.,english
Numquam debitis necessitatibus veritatis.,other
Ang Agi-an nga Maggatas nga atong galaksiya kay naay 100-400 ka libo nga mga bituon.,cebuano
Ang Daang Magatas na ating galaksiya ay may mga 100-400 bilyong bituwin.,tagalog
The Milky Way our galaxy has about 100-400 billion stars.,english
Voluptas recusandae ipsum nam.,other
Ang atong Adlaw kay usa ka bituon sa espasyo.,cebuano
Ang ating Araw ay isang bituwin sa espasyo.,tagalog
Our Sun is a star in space.,english
ชุมนุมวิ่งพ่อแก้ว,other
Ang eksobiyolohiya kay estudyo sa kinabuhi sa espasyo.,cebuano
Ang eksobiyolohiya ay ang pag-aaral ng buhay sa espasyo.,tagalog
Exobiology is the study of life in space.,english
Recusandae et distinctio explicabo nisi cum necessitatibus.,other
Ang kalkulasyon sa edad sa uniberso kay hapit na og 13 ka libo nga tuig.,cebuano
Ang kalkulasyon ng edad ng sansinukob ay mahigit nang 13 bilyong taon.,tagalog
The calculated age of the universe is over 13 billion years.,english
วิ่งพับสารวัตรริมชนิดจัดเผื่อ,other
Hapit mag 4.5 ka libo nga tuig ang edad sa atoang Tiyera.,cebuano
Mahigit nang 4.5 bilyong taon ang edad ng ating Tiyera.,tagalog
Our Earth is more than 4.5 billion years old.,english
Omnis molestias doloribus reprehenderit.,other
Naay mangkadagko nga bagyo sa Hupiter.,cebuano
May mga malalaking bagyo sa Hupiter.,tagalog
There are big storms on Jupiter.,english
这是工具时候信息不同谢谢点击.,other
Ang Eris ug Pluton kay mga duwende nga mga planeta.,cebuano
Ang Eris at Pluton ay mga duwendeng planeta.,tagalog
Eris and Pluto are dwarf planets.,english
Thế của cho lớn để đang.,other
"Ang Hupiter, Saturno, Urano ug Neptuno kay mga dambuhala nga gas nga mga planeta.",cebuano
"Ang Hupiter, Saturno, Urano, at Neptuno ay mga dambuhalang gas na planeta.",tagalog
"Jupiter, Saturn, Uranus, and Neptune are giant gas planets.",english
Frage rechnen fünf krank sicher vom.,other
Ang Hupiter kay ang kinadagkoan nga planeta sa atong Sistema nga Solar.,cebuano
Ang Hupiter ay ang pinakamalaking planeta sa ating Sistemang Solar.,tagalog
Jupiter is the largest planet in our Solar System.,english
Między żart informacja figura.,other
Ang Hupiter kay ang kinadagkoan nga planeta sa atong Sistema nga Pang-Adlaw.,cebuano
Ang Hupiter ay ang pinakamalaking planeta sa ating Sistemang Pang-Araw.,tagalog
Jupiter is the largest planet in our Solar System.,english
Asperiores at dolorum voluptate voluptate exercitationem accusantium.,other
Walay kahayag nga surpasyo ang Hupiter kay tungod nga gradasyon kini nga gas ug likido ng hidroheno.,cebuano
Walang liwanag na surpasyo ang Hupiter dahil ito ay gradasyon ng gas at likidong hidroheno.,tagalog
Jupiter does not have a bright surface because it is a gradation of gas and liquid hydrogen.,english
Esempio aprire numeroso qualunque moglie senso.,other
Ang mga planeta nga ekstrasolar kay mga planeta nga di ka-pamilya sa atoang Araw o Sol.,cebuano
Ang mga planetang ekstrasolar ay mga planetang hindi nasa pamilya ng ating Araw o Sol.,tagalog
Extrasolar planets are planets that are not in the family of our Sun or Sol.,english
Architecto sunt inventore aliquid nemo tempore inventore.,other
Ang Dakila nga Pula nga Batik sa Hupiter kay dagko nga bagyo.,cebuano
Ang Dakilang Pulang Batik ng Hupiter ay malaking bagyo.,tagalog
Jupiter's Great Red Spot is a huge storm.,english
Của từ làm giống.,other
Ang Saturno kay naay ruweda nga nagalibot sa iyaha.,cebuano
Ang Saturno ay may ruwedang lumilibot sa kanya.,tagalog
Saturn has a wheel going around him.,english
Mort déjà remettre apprendre quelqu'un.,other
Hapit mag 150 ka bulan ang nagalibot sa Saturno.,cebuano
Mahigit nang 150 buwan ang lumilibot sa Saturno.,tagalog
More than 150 moons orbit Saturn.,english
Harum sint odio labore eos.,other
Gihigugma nako akoang amahan.,cebuano
Mahal ko tatay ko.,tagalog
I love my father.,english
Odbor ročně rozdíl poslední atmosféra tloušťka právě.,other
Giingun niya nga moadto siya sa Amerika.,cebuano
Sinabi niyang pupunta siya sa Amerika.,tagalog
He said he was going to America.,english
Quas reprehenderit dicta voluptas et accusamus expedita.,other
Ang Olympus Mons sa Marte kay daku nga bulkan nga mas tag-as kaysa sa Bukid sa Everest sa atong Tiyera.,cebuano
Ang Olympus Mons sa Marte ay malaking bulkan na mas mataas kaysa sa Bundok ng Everest sa ating Tiyera.,tagalog
Olympus Mons on Mars is a large volcano that is taller than Mount Everest on Earth.,english
Ea distinctio atque occaecati officiis atque.,other
Daghan nga mga balas ang anaa sa surpasyo sa Marte.,cebuano
Maraming mga buhanging duna sa surpasyo ng Marte.,tagalog
There are many sand dunes on the surface of Mars.,english
Nobis ea expedita omnis harum assumenda.,other
Ang Valles Marineris kay lalum nga tag-as nga mga sabak sa Marte.,cebuano
Ang Valles Marineris ay malalim na mahabang mga sabak sa Marte.,tagalog
Valles Marineris are deep long pits on Mars.,english
Прежний направо что радость зима.,other
Ang Umaga Vallis kay usa ka lambak sa Venus.,cebuano
Ang Umaga Vallis ay isang lambak sa Venus.,tagalog
Umaga Vallis is a valley on Venus.,english
Nam consectetur saepe temporibus fugit commodi id.,other
Umaga ang karaan nga Tagalog nga gitawag sa Venus.,cebuano
Umaga ay lumang Tagalog para sa tawag sa Venus.,tagalog
Umaga is old Tagalog for calling Venus.,english
Doufat olej nálada selhání regionální oděv cíl.,other
Venus ang bituon sa buntag.,cebuano
Venus ang tala sa umaga.,tagalog
Venus is the note in the morning.,english
Střela natáčet továrna postavit kdosi.,other
Ang Lakshmi Planum kay usa ka talampas o patag sa katag-asan sa Venus.,cebuano
Ang Lakshmi Planum ay isang talampas o patag na kataasan sa Venus.,tagalog
Lakshmi Planum is a plateau or plateau on Venus.,english
Đã với và là gần.,other
Ang tama-tama nga surpasyo nga temperatura sa Venus kay mga 462 ¡C.,cebuano
Ang katamtamang surpasyong temperatura sa Venus ay mga 462 ðC.,tagalog
The average surface temperature on Venus is about 462 ðC.,english
เขยื้อนบาดบอกเรื่อยเกม,other
